temp,humid,co2,voc,pm25
23.45,61.44,400,133,9
23.41,61.78,400,135,8
23.41,62.2,400,132,8
23.42,62.21,400,128,8
23.45,62.27,400,124,8
23.46,62.29,400,135,7
23.46,62.24,400,131,7
23.44,62.56,400,127,9
23.44,61.9,400,134,9
23.48,62.79,400,133,7
23.41,63.24,400,134,8
23.44,63.76,400,132,8
23.44,62.67,400,138,7
23.42,63.03,400,131,9
23.46,62.93,401,133,7
23.49,62.48,400,134,7
23.48,63.36,400,137,8
23.48,63.58,400,142,8
23.48,63.14,400,134,7
23.48,64.27,400,140,7
23.48,63.85,400,147,8
23.49,63.28,400,149,7
23.46,63.77,400,138,7
23.48,63.66,400,140,6
23.48,63.53,400,138,6
23.51,64.08,400,144,6
23.52,63.85,400,141,7
23.54,63.64,400,140,6
23.52,64.1,400,137,6
23.55,64.37,400,140,7
23.55,64.48,400,138,6
23.58,63.72,400,133,6
23.58,64.15,400,133,8
23.61,64.04,400,126,7
23.62,64.27,400,128,7
23.89,63.24,404,140,8
23.88,63.86,441,145,8
23.89,63.82,440,141,8
24.02,63.16,434,142,7
24.11,63.34,434,145,9
24.15,64.95,445,208,39
24.2,64.85,450,228,26
24.26,64.46,454,290,19
24.32,64.48,456,313,19
24.37,64.22,464,315,17
24.49,64.6,501,313,16
24.47,63.77,523,316,14
24.59,63.31,532,307,12
24.71,63.62,542,310,12
24.84,63.03,551,296,10
24.89,61.86,555,278,10
24.91,61.84,554,277,8
25.0,61.71,562,285,9
25.0,61.34,561,291,9
25.06,61.51,567,282,7
25.17,60.34,534,252,8
25.2,60.15,499,238,9
25.2,60.11,478,238,15
25.28,60.35,476,269,78
25.33,60.71,479,284,74
25.36,60.61,483,297,62
25.4,60.45,487,297,52
25.45,60.19,491,302,44
25.57,59.61,493,293,40
25.62,59.3,502,291,35
25.6,59.06,502,280,30
25.61,59.14,505,284,29
25.62,59.27,502,293,26
25.68,59.68,499,319,23
25.78,59.7,541,345,21
25.87,59.51,573,361,17
25.91,59.75,603,390,16
26.01,59.94,621,454,16
26.01,59.18,632,471,15
26.07,58.68,649,460,16
26.07,58.75,664,482,14
26.14,58.61,667,498,13
26.18,58.64,675,492,12
26.18,57.97,683,497,12
26.15,58.18,803,483,11
26.12,58.25,724,458,10
26.17,58.24,705,475,11
26.08,58.01,706,452,9
26.05,57.77,704,469,8
25.99,57.84,705,472,10
25.99,57.86,700,474,9
25.98,58.16,722,441,8
25.89,58.61,733,448,8
25.95,58.87,767,476,8
25.89,58.63,758,465,8
25.87,57.84,717,371,7
25.8,58.12,662,352,7
25.78,57.93,633,348,8
25.71,58.23,613,340,9
25.71,58.15,618,351,9
25.62,57.85,637,356,10
25.62,58.09,639,350,10
25.7,58.18,644,369,8
25.61,58.57,650,369,10
25.65,58.75,675,379,8
25.64,58.61,701,367,8
25.72,58.77,691,360,8
25.65,58.05,686,347,7
25.6,58.07,684,360,8
25.61,57.99,681,342,8
25.65,57.81,675,344,6
25.6,57.71,667,325,7
25.6,58.05,676,396,8
25.54,58.48,691,3539,7
25.47,58.13,685,5271,7
25.48,57.89,655,4715,7
25.47,57.82,630,4413,7
25.37,58.46,625,4084,7
25.28,59.13,632,3425,7
25.34,59.65,709,3026,6
25.34,60.26,773,2724,6
25.38,60.33,823,2304,5
25.36,60.75,858,1941,5
25.36,60.79,887,1845,5
25.37,60.54,904,1697,4
25.38,60.55,918,1610,5
25.42,60.24,917,1515,4
25.38,60.7,921,1425,4
25.47,60.27,922,1377,4
25.45,60.02,920,1295,5
25.4,60.51,927,1147,5
25.4,60.55,934,1084,3
25.4,60.5,939,1316,5
25.4,60.47,945,1154,4
25.44,59.89,942,1114,4
25.36,57.71,722,942,7
25.27,57.49,648,862,6
25.21,57.58,635,873,6
25.18,57.5,634,847,6
25.13,57.54,629,808,5
25.16,57.3,625,775,6
25.07,57.53,618,770,6
24.97,57.56,620,767,6
24.95,57.52,611,694,6
24.83,57.57,609,1436,7
24.73,57.82,603,1836,6
24.7,57.69,596,880,6
24.67,57.66,594,760,5
24.64,57.51,590,727,6
24.6,57.52,587,687,5
24.59,57.54,580,665,6
24.52,57.45,574,618,5
24.5,57.44,575,575,5
24.49,57.43,568,528,6
24.47,57.77,562,474,5
24.44,57.59,555,490,5
24.43,57.71,553,460,5
24.42,58.0,564,457,6
24.4,57.79,565,465,5
24.39,57.59,557,416,5
24.33,57.56,552,382,7
24.33,57.37,550,367,5
24.3,57.35,555,388,5
24.27,57.4,553,369,5
24.29,57.34,553,349,4
24.25,57.16,552,350,5
24.23,57.19,547,345,5
24.2,56.84,543,335,5
24.17,56.88,548,339,5
24.17,56.81,551,322,5
24.15,56.54,550,324,5
24.12,56.44,550,316,5
24.09,56.33,546,305,6
24.12,56.21,548,315,5
24.09,55.85,549,294,5
24.08,55.84,548,285,5
24.03,55.84,549,286,6
24.03,55.82,543,275,5
24.02,55.75,548,276,5
24.02,55.9,549,278,5
24.01,55.87,549,279,5
23.99,55.83,543,263,5
23.96,55.66,546,267,5
23.98,55.71,547,244,5
23.98,55.29,547,239,5
23.92,55.38,551,231,4
23.95,55.29,553,217,5
23.92,55.49,556,225,5
23.91,55.47,562,227,5
23.92,55.38,564,229,5
23.91,55.35,560,222,5
23.92,55.25,561,212,5
23.88,55.11,563,206,5
23.88,55.29,563,207,5
23.83,55.06,565,196,5
23.83,54.94,565,200,4
23.82,54.93,570,198,5
23.8,54.63,569,183,5
23.8,54.83,569,194,4
23.8,54.61,572,193,5
23.79,54.4,572,195,5
23.78,54.51,577,193,5
23.78,54.48,575,200,6
23.76,54.29,572,187,6
23.75,54.28,571,187,5
23.78,54.39,579,177,6
23.73,54.46,575,190,6
23.73,54.62,574,198,5
23.72,55.23,570,218,6
23.73,55.18,565,244,6
23.71,55.58,562,238,7
23.72,56.11,556,251,5
23.68,56.17,551,237,6
23.71,56.38,549,242,5
23.72,56.49,541,230,6
23.69,56.62,539,225,6
23.69,56.79,534,219,6
23.68,56.99,532,220,6
23.69,57.04,526,217,5
23.65,56.97,525,215,5
23.65,57.02,522,224,5
23.69,57.07,519,218,4
23.69,57.16,518,226,5
23.66,57.16,515,225,5
23.68,57.32,508,233,5
23.66,57.7,507,245,5
23.69,57.7,504,225,4
23.68,58.45,511,273,5
23.66,57.96,510,292,5
23.66,58.64,511,290,5
23.64,58.0,509,308,4
23.65,58.54,509,345,5
23.66,57.91,506,362,4
23.68,58.43,508,387,4
23.64,58.26,518,421,5
23.66,58.51,533,441,5
23.66,58.49,554,429,6
23.66,58.43,558,405,6
23.66,58.39,551,381,5
23.65,58.56,552,371,6
23.64,58.68,545,350,6
23.64,58.5,538,345,6
23.65,58.75,535,339,7
23.64,58.77,532,334,6
23.62,59.06,531,339,6
23.65,58.78,536,324,8
23.58,58.88,531,330,7
23.52,58.99,526,314,7
23.54,59.05,519,296,6
23.62,59.09,519,287,7
23.54,59.19,517,292,8
23.52,59.43,518,279,8
23.46,59.48,514,263,9
23.51,59.56,505,263,7
23.49,59.65,500,258,9
23.44,59.65,491,244,7
23.45,59.78,484,244,8
23.42,59.84,474,236,8
23.46,59.91,470,241,9
23.45,60.04,464,239,9
23.42,60.1,460,241,8
23.78,59.63,462,644,9
23.8,59.51,469,534,9
23.85,59.38,471,465,10
23.83,59.32,470,468,9
23.86,59.4,470,446,10
23.92,59.33,471,405,9
23.93,59.28,467,381,10
24.01,58.93,465,382,9
24.08,58.91,469,377,11
23.99,58.92,469,390,10
24.03,58.98,470,356,11
24.05,58.91,462,357,10
24.06,58.92,459,343,10
23.99,59.3,467,335,11
24.06,59.61,478,340,11
24.12,59.18,477,342,11
24.12,59.17,471,327,12
24.17,59.4,470,323,11
24.26,59.76,465,310,11
24.27,60.01,465,309,11
24.29,59.91,469,302,11
24.27,59.93,476,305,11
24.27,59.96,491,300,12
24.27,60.1,493,286,12
24.2,60.14,505,288,11
24.3,59.97,512,285,12
24.23,60.0,495,659,10
24.2,59.89,478,395,11
24.25,59.83,470,366,11
24.22,59.78,465,370,12
24.23,59.88,464,353,11
24.3,59.53,465,322,11
24.27,59.67,463,558,11
24.3,59.87,465,476,11
24.32,59.87,467,448,11
24.36,60.2,462,457,11
24.4,59.99,458,394,11
24.43,59.88,467,345,10
24.42,59.53,460,321,11
24.4,59.49,455,332,12
24.42,59.56,446,308,11
24.32,59.87,451,735,11
24.37,59.8,453,531,11
24.37,60.11,454,494,12
24.32,60.51,461,480,11
24.29,60.43,469,463,12
24.36,60.24,469,441,10
24.35,60.44,464,393,10
24.35,60.55,458,364,10
24.36,60.76,455,358,10
24.36,61.55,450,333,10
24.3,61.86,444,321,10
24.26,62.09,446,322,18
24.32,62.25,448,320,29
24.29,62.72,453,344,40
24.37,63.09,460,388,43
24.4,64.15,470,477,49
24.39,64.53,475,536,47
24.4,64.89,475,545,39
24.43,65.11,477,542,39
24.47,65.18,481,518,36
24.46,65.03,485,496,33
24.55,64.55,480,460,28
24.56,64.12,499,397,22
24.62,63.47,492,360,24
24.59,63.37,502,350,21
24.6,63.25,497,330,18
24.66,63.4,528,382,18
24.66,63.42,565,370,16
24.71,63.3,606,366,14
24.8,63.33,649,356,13
24.69,62.91,649,371,13
24.71,62.51,630,369,13
24.79,61.27,571,333,13
24.76,60.99,530,325,12
24.8,60.14,504,298,13
24.77,59.86,484,277,10
24.81,59.4,476,268,10
24.8,59.09,474,270,10
24.89,59.71,506,285,11
24.86,59.58,535,288,10
24.74,59.55,536,282,8
24.81,59.17,528,283,9
24.84,59.32,570,363,10
24.83,59.42,579,358,12
24.69,59.73,564,352,9
24.71,59.55,561,385,10
24.69,59.5,554,363,9
24.66,59.62,548,347,9
24.63,59.88,545,339,10
24.6,59.94,537,321,7
24.53,59.78,532,318,8
24.57,59.58,533,325,7
24.52,59.79,528,333,8
24.53,59.74,526,328,7
24.52,59.85,527,322,7
24.5,59.81,523,319,6
24.47,59.68,526,318,6
24.5,59.6,535,318,5
24.57,59.51,591,339,6
24.6,59.26,606,358,6
24.69,59.01,619,375,7
24.71,58.78,622,359,6
24.71,58.63,630,353,7
24.81,58.19,617,413,6
24.79,58.16,623,362,6
24.77,58.09,624,346,6
24.76,58.18,609,337,7
24.86,57.67,598,328,7
24.83,57.8,596,350,6
24.7,57.93,592,440,6
24.8,57.69,589,380,7
24.83,57.6,582,438,7
24.84,57.7,580,375,7
24.89,57.98,582,363,6
24.84,58.36,572,334,6
24.81,58.29,563,336,6
24.95,58.4,568,335,7
24.87,58.14,574,445,7
24.83,57.99,570,405,7
24.76,58.03,569,421,6
24.83,57.72,569,379,7
24.83,57.77,588,366,8
24.87,57.64,579,355,7
24.93,57.4,576,348,7
24.94,57.74,595,356,6
24.86,57.54,595,461,6
24.83,57.42,582,417,7
24.86,57.36,575,378,6
24.84,57.36,586,382,6
24.81,57.69,608,411,6
24.94,57.26,621,436,7
24.81,57.54,627,444,7
24.91,57.36,626,439,7
24.9,57.22,630,436,8
24.91,57.3,670,447,7
24.86,57.23,640,421,7
24.84,57.4,622,398,7
24.81,57.4,625,412,6
24.7,57.64,613,376,7
24.69,57.19,592,356,7
24.7,57.28,583,351,8
24.7,57.12,579,344,7
24.74,57.05,578,337,8
24.47,57.55,579,337,8
24.42,58.04,573,425,8
24.39,58.06,572,379,9
24.32,58.17,565,371,8
24.19,58.32,555,351,7
24.16,58.55,551,351,9
24.11,58.63,552,328,8
24.09,58.63,545,325,8
24.01,58.8,548,324,8
24.01,58.86,540,290,8
23.95,58.99,543,290,8
23.91,59.08,540,281,7
23.91,59.25,537,285,8
23.85,59.24,533,275,8
23.85,59.34,528,265,9
23.82,59.47,523,266,8
23.82,59.61,521,256,7
23.78,59.7,517,249,8
23.8,59.89,519,243,8
23.8,59.86,515,231,8
23.76,60.01,513,237,7
23.78,60.23,513,231,9
23.76,60.28,511,229,8
23.75,60.42,507,217,8
23.73,60.51,510,215,8
23.72,60.67,509,209,8
23.68,60.69,506,214,8
23.73,60.79,506,201,8
23.72,60.99,497,201,8
23.73,61.02,500,195,8
23.68,61.17,498,205,8
23.71,61.16,500,201,8
23.71,61.4,501,202,7
23.68,61.39,498,195,7
23.68,61.48,493,203,8
23.68,61.63,499,194,7
23.69,61.72,500,200,8
23.68,61.94,498,193,8
23.71,61.98,499,196,7
23.69,62.17,496,190,7
23.66,62.17,493,191,7
23.65,62.3,491,202,8
23.64,62.5,493,201,7
23.64,62.63,491,201,8
23.64,62.75,492,199,8
23.64,62.77,492,194,7
23.62,62.81,492,199,7
23.62,62.8,493,204,8
23.62,62.81,491,203,7
23.64,62.86,489,205,8
23.62,62.82,488,206,8
23.59,62.8,485,196,8
23.62,62.88,479,200,8
23.59,62.9,481,202,7
23.58,62.9,481,196,8
23.61,63.05,478,198,7
23.58,63.09,474,197,7
23.58,63.25,475,200,9
23.58,63.28,472,214,8
23.59,63.34,475,201,8
23.59,63.52,476,208,8
23.58,63.59,479,211,8
23.55,63.58,481,209,8
23.61,63.67,484,206,7
23.58,63.72,480,202,7
23.55,63.79,479,202,7
23.58,63.84,481,210,9
23.58,63.86,480,203,8
23.56,63.98,481,201,7
23.56,64.03,480,203,8
23.52,64.09,481,207,9
23.52,64.12,482,198,8
23.54,64.17,480,191,8
23.55,64.31,481,184,8
23.51,64.25,480,193,8
23.54,64.19,481,183,8
23.54,64.23,479,196,7
23.56,64.15,483,193,7
23.55,64.19,479,202,8
23.54,64.19,481,193,8
23.56,64.24,480,191,9
23.52,64.2,480,197,7
23.54,64.39,482,200,7
23.49,64.44,482,197,8
23.51,64.41,483,191,8
23.55,64.35,484,188,8
23.54,64.54,484,190,7
23.52,64.5,486,192,7
23.52,64.57,490,196,7
23.48,64.54,489,194,7
23.56,64.54,489,184,9
23.52,64.57,488,188,9
23.48,64.66,489,192,8
23.51,64.72,486,187,6
23.51,64.74,485,191,7
23.49,64.66,483,190,8
23.51,64.69,483,181,8
23.48,64.64,483,200,8
23.49,64.67,487,190,7
23.51,64.67,487,184,7
23.44,64.74,488,196,8
23.48,64.65,486,188,7
23.42,64.7,486,190,7
23.51,64.74,491,179,6
23.54,64.69,485,180,7
23.55,64.75,489,162,6
23.55,64.91,492,174,7
23.56,64.9,497,169,7
23.56,64.74,501,195,7
23.55,64.99,506,201,6
23.58,64.79,506,207,7
23.58,64.91,506,204,7
23.58,64.9,504,207,7
23.59,64.85,511,218,6
23.61,64.79,513,228,6
23.62,64.93,521,254,6
23.61,64.72,527,272,7
23.62,65.1,533,253,6
23.62,65.0,534,244,7
23.64,64.68,535,247,7
23.61,64.92,541,245,6
23.61,65.02,544,222,8
23.59,64.95,533,223,7
23.56,64.95,534,217,7
23.58,64.97,541,216,6
23.66,64.98,535,210,6
23.56,64.73,537,229,9
23.61,64.75,543,222,7
23.61,64.69,539,228,8
23.59,64.74,537,231,7
23.62,64.79,543,228,8
23.58,64.85,533,219,8
23.54,64.89,535,222,7
23.55,65.02,539,214,10
23.54,65.07,532,211,8
23.52,65.01,525,206,8
23.54,65.18,511,211,8
23.49,65.21,503,213,8
23.48,65.35,493,199,9
23.48,65.19,489,199,8
23.48,65.29,483,199,7
23.38,65.35,478,194,8
23.41,65.71,481,241,8
23.4,65.82,489,324,8
23.38,65.97,493,290,7
23.4,66.47,492,290,8
23.41,66.77,488,298,7
23.46,66.71,487,284,8
23.55,66.62,481,295,8
23.52,66.25,478,290,7
23.59,66.0,474,294,8
23.59,65.91,477,292,7
23.54,65.97,478,286,6
23.48,66.05,477,269,8
23.46,66.0,477,270,8
23.54,65.92,476,259,7
23.62,65.61,510,268,6
23.58,65.73,485,266,7
23.56,65.78,478,264,7
23.56,65.78,476,247,7
23.58,65.71,472,250,7
23.54,65.89,472,245,7
23.55,65.8,470,242,6
23.52,65.8,473,249,7
23.52,65.9,476,232,7
23.54,65.78,473,247,7
23.55,65.72,472,240,7
23.61,65.84,478,236,7
23.61,65.75,479,237,7
23.65,65.66,482,226,7
23.69,65.66,504,225,6
23.62,65.68,507,231,7
23.69,65.61,501,219,6
23.71,65.47,495,217,8
23.69,65.3,488,228,7
23.64,65.47,485,219,6
23.75,65.05,480,226,7
24.03,64.73,490,243,6
23.99,64.91,486,241,7
24.11,64.62,488,246,8
24.01,64.7,490,266,6
24.06,64.86,487,287,7
24.03,64.7,482,297,8
24.33,63.69,491,321,8
24.15,63.94,484,308,6
24.16,64.05,484,300,6
24.27,63.67,482,283,7
24.42,63.76,479,294,7
24.35,63.94,483,291,7
24.29,63.9,474,270,5
24.32,64.03,476,272,8
24.37,64.22,485,269,6
24.46,63.53,485,256,7
24.46,62.97,482,248,6
24.39,63.52,482,252,6
24.4,63.53,516,253,6
24.43,63.23,491,240,6
24.3,63.7,483,240,6
24.3,63.7,479,223,7
24.33,63.76,488,234,6
24.47,63.39,485,234,7
24.49,63.2,481,233,6
24.52,63.29,485,238,8
24.53,63.58,490,318,11
24.56,64.01,488,366,10
24.52,64.42,488,399,10
24.47,64.82,494,420,10
24.52,64.87,491,418,8
24.52,64.78,486,417,9
24.47,64.98,484,416,9
24.46,64.75,486,409,8
24.44,64.56,486,390,9
24.39,64.64,483,372,8
24.6,63.82,483,371,8
24.22,65.11,495,348,8
24.39,64.3,519,345,7
24.4,64.35,529,339,9
24.55,63.59,510,332,7
24.46,63.68,501,325,9
24.43,63.6,492,316,7
24.49,63.79,482,303,8
24.3,64.27,481,300,8
24.35,64.16,472,283,6
24.17,64.64,467,291,7
24.26,64.19,468,284,6
24.33,64.02,461,279,6
24.23,64.23,459,272,5
24.19,64.22,455,345,5
24.01,65.24,463,1164,5
24.01,66.2,490,1569,7
24.08,65.78,546,1638,5
24.23,65.03,567,1459,4
24.3,64.81,566,1286,5
24.37,64.51,556,1140,5
24.4,64.38,547,968,4
24.39,64.37,541,893,5
24.42,64.18,541,840,5
24.32,65.01,545,847,6
24.44,64.34,545,788,4
24.5,64.08,546,730,4
24.5,64.15,543,688,5
24.52,64.04,546,647,4
24.46,64.58,556,651,4
24.67,63.73,580,629,4
24.86,63.29,602,626,5
25.16,62.52,606,727,4
25.62,60.76,604,608,5
25.31,61.04,601,632,5
25.2,61.24,587,566,4
25.04,61.81,580,554,4
24.94,61.94,583,527,4
24.97,61.91,599,520,3
24.94,61.93,599,506,4
24.94,61.91,608,478,4
24.98,61.45,622,473,4
24.84,61.96,627,477,4
24.83,61.91,626,448,5
24.87,61.93,631,441,4
24.89,61.91,630,419,4
24.9,61.53,617,376,4
24.76,61.99,609,360,3
24.74,61.92,608,355,3
24.87,61.17,610,359,3
24.93,61.26,617,357,3
24.8,61.44,623,352,3
24.76,61.82,633,342,3
24.76,61.66,625,339,3
24.73,61.29,623,325,3
24.73,60.86,618,331,4
24.79,60.37,607,315,2
24.81,60.05,604,313,3
24.83,59.74,607,308,3
24.73,59.69,612,306,4
24.57,60.07,610,311,4
24.69,60.03,623,317,3
24.77,59.79,624,312,4
24.74,59.67,618,311,3
24.86,59.19,614,315,2
25.0,58.68,647,327,3
24.93,58.81,662,323,2
24.86,58.65,664,362,2
24.91,58.29,667,358,2
24.97,57.9,653,346,2
24.81,58.07,646,359,1
24.95,57.71,648,390,3
24.91,57.64,634,378,3
24.84,57.73,619,531,3
24.87,57.19,610,386,3
24.86,57.0,600,359,2
24.86,56.76,588,333,2
24.84,56.57,582,334,2
24.8,56.67,577,319,3
24.79,56.52,577,318,3
24.89,56.28,569,371,3
24.74,56.22,561,325,2
24.71,56.1,570,321,2
24.79,55.74,561,323,2
24.73,55.76,557,310,2
24.74,55.46,556,414,2
24.64,55.83,561,356,1
24.66,55.13,596,406,1
24.5,55.74,563,338,2
24.46,55.64,548,326,3
24.4,55.44,530,308,2
24.44,55.29,519,282,2
24.36,55.26,512,274,2
24.32,55.16,514,267,2
24.25,55.35,511,273,2
24.19,55.22,506,263,1
24.19,55.14,505,262,1
24.15,54.99,499,255,2
24.06,55.21,497,255,1
24.16,54.84,500,249,1
24.09,55.01,496,255,2
23.98,55.05,493,245,1
24.03,54.77,493,236,2
24.02,54.67,489,235,1
23.99,54.65,488,232,2
23.96,54.63,485,240,1
23.91,54.73,489,234,2
23.86,54.71,483,242,1
23.92,54.55,483,233,1
23.83,54.48,481,231,1
23.88,54.5,478,219,1
23.85,54.35,474,221,1
23.8,54.69,478,201,1
23.76,54.61,474,198,1
23.75,54.46,478,202,1
23.79,54.15,476,208,1
23.82,54.23,480,200,2
23.73,54.23,480,202,1
23.73,54.25,481,194,2
23.71,54.16,477,198,2
23.68,54.19,478,189,2
23.68,54.09,469,192,2
23.64,54.16,472,194,1
23.66,53.96,471,191,1
23.64,53.97,468,201,1
23.58,54.07,469,196,3
23.62,53.92,467,200,2
23.59,53.92,468,202,3
23.61,53.81,467,201,2
23.62,53.77,463,196,1
23.58,53.75,463,199,2
23.52,53.9,461,198,1
23.58,53.83,464,199,1
23.55,53.88,466,194,2
23.49,53.88,464,193,1
23.52,53.78,470,193,2
23.55,53.77,473,198,1
23.56,53.75,468,192,1
23.51,53.78,470,192,2
23.55,53.7,470,185,3
23.48,53.78,470,194,1
23.46,53.78,469,209,2
23.52,53.57,467,220,1
23.46,53.69,469,235,1
23.46,53.61,473,233,1
23.42,53.59,468,220,1
23.45,53.57,471,212,2
23.44,53.55,477,201,1
23.41,53.57,473,206,2
23.42,53.41,467,199,2
23.42,53.42,466,184,1
23.41,53.23,468,179,1
23.38,53.39,471,178,1
23.42,53.19,473,175,1
23.4,53.35,466,162,1
23.38,53.19,466,161,1
23.35,53.31,462,156,1
23.36,53.26,466,155,1
23.35,53.35,471,156,1
23.36,53.05,470,153,1
23.35,53.25,468,156,1
23.35,53.15,472,156,2
23.35,53.2,470,148,1
23.32,53.36,472,155,1
23.34,53.15,471,156,1
23.32,53.19,469,150,1
23.35,53.11,471,150,2
23.34,53.02,473,144,1
23.28,53.03,470,140,1
23.32,52.75,467,138,1
23.34,52.73,461,142,2
23.26,52.77,462,135,1
23.32,52.58,463,135,1
23.31,52.62,468,136,2
23.28,52.73,469,139,1
23.26,52.54,466,139,2
23.24,52.56,469,145,1
23.24,52.52,469,144,2
23.28,52.26,466,138,1
23.25,52.39,465,139,1
23.25,52.29,469,139,2
23.26,51.95,466,138,1
23.24,52.09,467,143,1
23.21,52.03,473,314,2
23.24,51.91,480,394,1
23.28,51.81,477,384,1
23.35,51.56,477,345,1
23.24,51.67,482,320,3
23.26,51.17,486,315,1
23.25,51.09,485,312,1
23.19,51.33,490,321,2
22.98,52.06,493,284,1
23.29,50.85,500,274,2
23.31,50.54,499,247,1
23.31,50.22,502,232,1
23.26,50.14,498,205,1
23.25,50.15,494,184,1
23.26,49.97,490,167,2
23.19,50.1,485,157,1
23.25,49.99,481,163,1
23.19,49.95,479,150,1
23.24,49.79,489,150,1
23.17,49.67,487,143,2
23.18,49.27,487,135,1
23.15,49.25,477,121,1
23.15,49.54,478,127,2
23.15,48.74,479,110,2
23.08,48.9,472,104,2
23.04,48.88,464,105,2
23.05,48.75,457,98,2
23.04,48.73,450,96,2
22.97,48.89,445,93,1
22.98,48.46,436,87,1
23.0,48.33,435,87,1
22.95,48.29,430,77,1
22.93,48.35,421,82,1
23.01,48.47,438,81,2
23.05,48.23,434,87,2
23.14,48.52,441,90,1
23.15,47.95,444,85,3
23.25,47.49,443,87,1
23.19,48.04,443,82,2
23.28,48.48,448,83,1
23.22,48.47,443,82,1
23.29,48.23,443,88,1
23.35,47.69,439,86,2
23.28,47.68,444,82,2
23.31,47.32,442,78,1
23.35,47.16,441,84,2
23.36,47.08,443,78,2
23.31,47.05,434,78,2
23.4,46.72,435,74,1
23.38,46.81,436,76,2
23.36,46.92,438,81,1
23.38,46.79,438,79,1
23.32,46.77,437,73,1
23.26,46.92,433,75,2
23.29,46.99,435,74,1
23.4,46.8,433,76,1
23.41,46.78,438,80,1
23.49,46.8,438,80,1
23.42,46.75,437,82,2
23.41,46.74,439,86,1
23.44,46.72,438,83,1
23.52,46.53,436,79,1
23.31,47.16,439,81,1
23.49,46.82,438,83,1
23.35,47.06,438,84,1
23.28,46.81,436,81,1
23.24,46.97,431,82,1
23.35,46.93,430,82,2
23.44,46.66,430,97,1
23.41,46.57,433,87,1
23.36,46.24,432,87,1
23.42,46.5,444,89,2
23.38,46.46,484,84,1
23.36,46.4,496,87,1
23.41,45.97,494,80,2
23.19,46.01,503,77,2
23.31,46.08,504,76,2
23.35,45.47,476,88,1
23.35,45.34,454,86,2
23.4,45.04,448,96,2
23.42,45.01,456,113,2
23.51,44.83,454,121,1
23.45,44.45,456,112,1
23.35,44.88,452,120,1
23.51,44.06,456,110,1
23.48,44.02,452,113,1
23.45,43.91,454,106,2
23.41,44.04,451,101,1
23.49,43.83,447,102,1
23.46,44.55,506,104,1
23.25,44.53,487,97,1
23.46,44.2,465,101,1
23.61,44.38,457,110,2
23.61,44.17,450,106,1
23.48,45.48,442,91,1
23.65,44.37,439,106,1
23.58,44.63,443,102,1
23.52,44.29,439,96,1
23.56,44.18,438,88,1
23.65,42.88,430,80,1
23.75,41.83,427,65,1
23.78,41.1,424,65,1
23.86,40.26,427,59,1
24.03,39.45,427,54,1
24.06,39.12,427,56,1
24.13,39.04,424,50,1
24.06,38.91,423,51,1
24.15,38.91,418,54,1
24.08,39.15,418,57,1
24.15,39.31,419,66,1
24.08,39.8,423,71,0
24.26,39.6,423,64,1
24.15,39.82,424,71,1
24.19,40.11,425,72,1
24.27,40.28,416,74,1
24.05,41.74,409,74,1
24.25,41.06,432,72,1
24.23,41.39,437,85,1
24.36,40.47,435,79,0
24.19,41.71,439,91,1
24.35,42.04,444,97,1
24.29,41.0,443,116,1
24.25,41.42,443,122,1
24.22,41.8,441,128,1
24.46,40.95,442,125,1
24.57,40.87,438,122,3
24.5,41.23,440,126,5
24.84,40.01,446,131,7
24.8,40.07,462,138,5
24.9,39.86,473,129,6
24.97,39.53,477,128,5
24.98,38.66,481,158,5
25.04,38.28,480,161,4
25.03,38.5,480,152,4
24.95,38.66,486,146,4
25.09,40.25,495,157,3
25.2,40.31,560,201,2
25.42,40.54,635,229,3
25.34,40.92,653,219,3
25.55,40.48,660,229,2
25.61,40.37,666,216,2
25.57,40.56,668,194,2
25.6,39.84,661,223,2
25.65,40.02,653,211,2
25.77,40.23,647,215,1
25.61,40.71,656,213,2
25.68,40.31,637,195,1
25.55,40.91,631,202,2
25.34,40.89,632,191,2
25.36,40.83,634,185,2
25.34,40.53,624,186,1
25.21,39.99,602,188,2
25.23,39.94,591,171,2
25.33,39.73,608,169,3
25.21,39.97,603,174,2
25.34,40.72,614,166,2
25.33,39.68,622,161,3
24.95,39.67,592,150,2
25.09,39.43,583,153,2
25.03,39.9,583,153,3
25.28,39.39,587,153,2
25.3,39.41,587,154,1
25.2,39.97,628,163,2
24.95,40.03,592,156,4
25.37,39.07,576,152,10
25.1,39.36,572,149,13
25.21,39.0,561,150,9
25.16,39.06,561,148,9
25.0,39.17,549,153,7
25.24,38.94,554,153,7
25.17,39.31,578,156,7
25.16,39.06,574,148,4
24.8,39.35,608,151,4
25.07,39.18,595,149,4
24.93,39.04,574,173,4
25.01,39.18,560,148,2
25.01,39.02,547,140,2
24.91,38.97,535,139,2
24.98,38.81,531,134,3
24.81,39.2,530,134,2
24.79,39.11,523,133,2
24.7,39.27,518,123,2
24.62,39.35,512,126,2
24.55,39.39,502,122,2
24.55,39.51,496,110,3
24.43,39.55,489,108,2
24.39,39.59,486,106,2
24.33,39.6,481,107,2
24.25,39.74,484,98,1
24.23,39.69,480,100,2
24.12,39.93,476,99,2
24.15,39.89,480,92,2
24.06,40.06,478,99,2
23.99,40.18,479,100,1
23.99,40.2,478,96,2
23.92,40.38,479,97,1
23.79,40.49,477,90,2
23.88,40.27,476,102,3
23.82,40.47,479,100,2
23.76,40.54,476,105,1
